applicant_id,age,annual_income,employment_years,credit_history_years,num_credit_accounts,debt_to_income_ratio,credit_utilization,late_payments_12m,max_delinquency_days,recent_inquiries,bankruptcy_history,credit_score,risk_category
333,44,31742.9,12.5,6.9,9,0.132,0.602,1,0,0,0,563,Very Poor
334,51,40575.99,1.0,37.5,7,0.123,0.347,3,30,0,0,732,Good
335,37,74661.49,4.2,33.6,8,0.452,0.325,2,0,0,0,710,Good
336,36,52177.87,3.8,0.1,5,0.172,0.172,1,0,2,0,519,Risky
337,38,16628.45,6.4,2.8,10,0.303,0.422,1,0,4,1,326,Risky
338,30,74027.48,4.9,2.6,4,0.087,0.162,2,0,1,0,591,Very Poor
339,24,60415.68,0.5,14.4,11,0.262,0.236,0,30,1,0,640,Poor
340,45,52158.7,11.2,29.4,10,0.023,0.551,0,0,1,0,691,Fair
341,31,249665.12,9.9,6.9,8,0.254,0.175,0,0,0,0,679,Fair
342,39,13361.99,0.6,33.1,9,0.407,0.568,1,0,2,0,640,Poor
343,37,316708.95,8.6,3.6,9,0.226,0.396,2,0,1,0,677,Fair
344,45,35857.49,8.1,12.6,14,0.176,0.275,1,0,3,0,588,Very Poor
345,53,280945.54,0.2,12.1,7,0.219,0.367,0,30,1,0,653,Fair
346,29,12895.18,11.4,23.5,7,0.528,0.153,1,30,0,0,547,Risky
347,36,19432.75,2.6,0.1,6,0.436,0.136,2,0,3,0,497,Risky
348,42,39542.18,16.5,2.0,15,0.343,0.26,0,30,0,0,576,Very Poor
349,55,38781.94,0.1,2.3,10,0.549,0.544,1,0,1,0,535,Risky
350,43,58787.57,4.2,1.2,10,0.102,0.224,2,0,2,0,553,Very Poor
351,49,90463.71,1.6,0.6,12,0.084,0.381,0,0,2,0,589,Very Poor
352,45,12476.61,2.3,0.1,13,0.039,0.403,2,60,0,0,439,Risky
353,40,39871.54,3.9,0.9,8,0.21,0.265,2,0,1,0,474,Risky
354,21,42684.91,1.0,9.8,7,0.299,0.468,2,30,1,0,495,Risky
355,52,69774.34,2.6,6.9,8,0.432,0.257,2,0,2,0,520,Risky
356,49,62845.05,6.6,2.5,7,0.148,0.18,0,120,1,0,562,Very Poor
357,41,33272.17,14.5,4.7,4,0.141,0.504,0,0,1,0,562,Very Poor
358,31,32001.04,6.5,5.3,10,0.234,0.155,1,60,1,0,533,Risky
359,52,166837.35,0.7,4.2,10,0.304,0.39,0,0,1,0,599,Very Poor
360,21,105883.1,0.7,0.9,12,0.256,0.362,0,0,1,1,549,Risky
361,45,226927.15,0.9,6.2,8,0.423,0.242,1,30,1,0,690,Fair
362,63,79988.75,16.7,4.9,5,0.439,0.205,3,30,0,0,542,Risky
363,53,348527.39,3.2,1.4,6,0.39,0.114,1,0,1,0,622,Poor
364,37,27584.61,6.8,7.6,12,0.529,0.188,2,0,1,0,515,Risky
365,31,199026.12,2.2,21.6,13,0.099,0.196,2,30,1,0,649,Poor
366,54,100677.83,0.8,3.6,9,0.082,0.28,1,0,2,0,621,Poor
367,37,25071.08,7.4,11.1,14,0.548,0.124,1,0,2,1,508,Risky
368,43,49865.97,4.1,8.1,9,0.498,0.276,0,0,1,0,619,Poor
369,21,37886.43,11.6,0.6,6,0.361,0.432,1,0,1,1,389,Risky
370,50,48126.02,5.4,8.4,15,0.741,0.518,1,0,0,0,609,Poor
371,56,45724.7,0.5,6.8,4,0.145,0.364,2,30,1,0,600,Very Poor
372,39,53385.54,8.2,2.8,4,0.235,0.313,1,30,1,0,504,Risky
373,53,40503.7,3.3,9.2,2,0.505,0.331,0,0,1,0,637,Poor
374,28,160472.66,2.6,5.6,8,0.227,0.377,2,30,1,0,559,Very Poor
375,63,130760.57,12.2,3.1,5,0.19,0.384,1,0,3,0,629,Poor
376,41,23014.53,2.2,1.4,12,0.157,0.404,0,90,0,0,503,Risky
377,47,94305.93,3.8,9.8,8,0.621,0.237,0,0,2,0,647,Poor
378,59,118752.1,6.1,2.0,11,0.34,0.154,0,0,0,0,612,Poor
379,50,18859.73,14.1,4.7,6,0.353,0.582,0,30,2,0,511,Risky
380,27,71718.66,1.8,0.2,6,0.537,0.174,3,0,0,0,531,Risky
381,36,72393.24,3.8,0.0,10,0.24,0.21,0,0,2,0,573,Very Poor
382,59,141900.88,0.4,5.2,7,0.149,0.193,2,0,0,0,644,Poor
383,43,18270.91,3.1,1.0,9,0.287,0.338,2,30,1,1,330,Risky
384,29,64113.39,0.3,4.4,10,0.171,0.345,0,30,3,0,601,Poor
385,49,57721.95,16.0,2.5,7,0.215,0.088,2,0,0,0,549,Risky
386,41,60076.42,3.5,21.3,4,0.135,0.473,1,0,1,0,666,Fair
387,67,65693.24,2.1,10.9,5,0.314,0.201,0,0,2,0,672,Fair
388,38,37579.0,0.7,3.7,7,0.284,0.465,1,0,1,0,482,Risky
389,25,26053.64,1.8,2.9,8,0.229,0.262,2,60,1,0,465,Risky
390,30,142332.31,13.1,18.8,5,0.353,0.41,0,0,0,0,757,Excellent
391,39,40063.86,2.1,3.5,8,0.28,0.234,2,0,0,0,526,Risky
392,41,29904.39,1.2,4.4,5,0.271,0.419,1,0,0,0,568,Very Poor
393,43,17268.76,1.0,9.2,11,0.282,0.216,1,0,1,0,575,Very Poor
394,24,55686.43,9.3,7.0,12,0.047,0.118,1,0,0,0,620,Poor
395,36,88770.69,2.9,11.0,4,0.208,0.306,0,0,1,1,533,Risky
396,41,16557.39,0.8,8.3,5,0.212,0.323,0,0,1,0,536,Risky
397,48,43569.11,5.4,11.9,8,0.142,0.35,0,0,2,0,584,Very Poor
398,36,110522.93,0.6,6.6,11,0.107,0.16,1,0,1,0,687,Fair
399,43,146104.76,2.9,1.6,7,0.281,0.141,1,0,0,0,637,Poor
400,24,57488.97,3.5,10.6,9,0.035,0.164,2,0,0,0,581,Very Poor
401,41,66436.95,13.0,1.4,7,0.094,0.283,1,0,0,0,639,Poor
402,34,11953.89,0.3,0.8,8,0.287,0.142,0,0,2,0,551,Very Poor
403,43,38621.07,3.8,4.2,3,0.176,0.238,0,0,2,0,605,Poor
404,42,54566.72,2.2,33.6,10,0.255,0.276,0,30,0,0,697,Fair
405,43,18156.57,16.3,0.1,7,0.148,0.398,2,30,0,0,449,Risky
406,34,129042.86,11.2,3.8,5,0.434,0.19,1,0,0,0,621,Poor
407,40,21612.33,4.6,8.0,7,0.57,0.372,0,0,2,0,590,Very Poor
408,48,102012.4,9.5,11.4,5,0.349,0.433,0,0,1,0,628,Poor
409,24,46167.5,0.8,3.6,10,0.029,0.202,1,0,2,0,576,Very Poor
410,62,103312.18,7.4,0.1,8,0.271,0.373,0,90,1,0,603,Poor
411,41,73761.34,13.7,1.7,8,0.434,0.177,2,0,0,0,589,Very Poor
412,55,42674.88,8.6,8.2,10,0.414,0.434,1,0,0,0,553,Very Poor
413,43,148897.4,11.3,10.9,8,0.366,0.288,1,0,1,0,701,Good
414,46,234903.12,4.2,19.4,11,0.252,0.409,0,30,1,0,706,Good
415,48,240753.46,2.1,15.7,13,0.185,0.299,3,0,1,0,745,Good
416,33,34378.9,3.2,0.2,9,0.518,0.193,0,0,2,0,598,Very Poor
417,38,95634.09,3.5,17.2,8,0.257,0.098,1,0,0,0,674,Fair
418,24,44924.51,7.5,5.6,7,0.076,0.256,0,30,2,0,538,Risky
419,41,45418.56,2.7,3.4,12,0.256,0.308,1,0,1,0,596,Very Poor
420,36,66328.78,0.5,3.3,9,0.144,0.21,0,0,1,0,580,Very Poor
421,45,54254.76,3.1,7.1,6,0.347,0.211,0,0,0,0,597,Very Poor
422,35,63842.82,6.1,3.4,6,0.12,0.275,3,90,1,0,502,Risky
423,40,50799.24,11.1,5.3,13,0.183,0.311,0,0,0,0,596,Very Poor
424,31,122890.27,4.8,8.2,5,0.181,0.127,0,0,1,0,670,Fair
425,32,44844.15,3.3,3.1,9,0.201,0.263,1,30,1,0,523,Risky
426,39,32718.83,3.7,14.3,8,0.412,0.305,1,90,0,0,542,Risky
427,41,35380.07,9.9,3.0,13,0.16,0.276,0,30,0,0,615,Poor
428,22,42909.39,3.3,5.8,10,0.404,0.586,0,0,1,0,589,Very Poor
429,53,72876.86,4.8,1.7,3,0.313,0.259,0,0,1,0,582,Very Poor
430,58,27184.8,10.2,15.7,5,0.304,0.169,1,0,1,0,644,Poor
431,41,15012.96,1.2,35.6,11,0.248,0.11,2,0,1,0,622,Poor
432,28,40150.44,10.5,20.8,13,0.304,0.162,1,0,1,0,628,Poor
433,48,64862.79,4.2,3.9,6,0.517,0.181,1,0,2,0,551,Very Poor
434,26,40696.26,4.3,8.5,15,0.1,0.261,0,0,3,0,540,Risky
435,41,55272.71,4.2,4.7,5,0.632,0.301,2,60,2,0,495,Risky
436,35,25992.82,5.7,15.0,5,0.439,0.442,1,0,1,0,544,Risky
437,42,32786.57,11.0,13.6,6,0.065,0.401,0,0,0,0,674,Fair
438,41,81955.29,8.8,1.5,13,0.032,0.13,1,60,1,0,571,Very Poor
439,39,116644.34,8.9,5.3,8,0.394,0.391,0,0,1,0,621,Poor
440,23,54165.0,15.2,18.7,16,0.035,0.139,0,0,2,0,661,Fair
441,46,80883.09,2.3,7.6,11,0.375,0.185,3,60,0,0,550,Risky
442,45,91029.3,3.5,1.2,10,0.231,0.294,2,0,2,0,545,Risky
443,26,43353.11,1.1,29.8,9,0.12,0.564,1,30,1,0,688,Fair
444,24,129176.5,1.2,2.9,5,0.294,0.236,0,60,1,0,579,Very Poor
445,67,154354.97,0.1,4.9,6,0.148,0.186,1,0,0,0,629,Poor
446,45,43901.95,2.7,4.4,9,0.099,0.225,5,60,1,0,442,Risky
447,39,8835.48,7.7,11.3,5,0.11,0.297,0,0,1,0,534,Risky
448,48,48485.27,5.1,22.8,8,0.283,0.248,0,60,3,0,617,Poor
449,51,19258.19,2.7,1.5,7,0.216,0.218,0,0,1,0,575,Very Poor
450,28,71628.69,1.0,3.6,8,0.23,0.113,2,0,1,0,556,Very Poor
451,44,57564.57,0.2,8.5,9,0.402,0.196,0,0,2,0,653,Fair
452,21,20608.05,2.0,5.7,9,0.13,0.373,0,0,0,0,579,Very Poor
453,47,291167.63,1.8,0.8,8,0.212,0.247,1,60,0,0,610,Poor
454,43,208849.46,4.6,8.0,5,0.412,0.433,0,30,1,0,662,Fair
455,47,37502.69,7.0,33.4,8,0.394,0.238,1,0,3,0,671,Fair
456,37,47715.39,7.5,0.0,8,0.294,0.173,2,0,2,0,522,Risky
457,52,82666.48,1.3,12.3,6,0.267,0.195,0,0,3,0,645,Poor
458,58,87423.24,4.4,0.8,11,0.258,0.052,1,0,0,0,584,Very Poor
459,47,19801.41,3.5,2.8,7,0.238,0.191,2,0,2,0,492,Risky
460,48,85701.57,0.5,6.0,8,0.262,0.388,0,0,1,0,610,Poor
461,45,150634.61,5.0,15.9,6,0.441,0.233,0,0,3,1,558,Very Poor
462,21,75212.96,1.0,28.1,8,0.153,0.375,1,0,0,0,765,Excellent
463,48,145372.57,1.6,4.4,13,0.045,0.301,1,30,4,0,609,Poor
464,36,34591.61,9.4,1.6,9,0.211,0.164,1,0,0,0,519,Risky
465,37,354587.62,1.2,1.7,7,0.094,0.296,0,30,1,0,681,Fair
466,70,41258.25,3.5,0.6,10,0.414,0.049,2,60,1,0,557,Very Poor
467,21,26811.29,6.8,1.1,4,0.332,0.318,1,0,0,0,525,Risky
468,27,59842.62,14.8,14.3,5,0.082,0.073,1,60,2,0,555,Very Poor
469,61,143220.96,12.5,8.9,9,0.462,0.512,0,0,1,0,657,Fair
470,48,30816.75,9.0,5.5,8,0.193,0.687,2,0,0,0,539,Risky
471,31,26873.6,2.8,9.4,8,0.263,0.647,3,0,1,0,561,Very Poor
472,34,36143.59,9.4,1.3,2,0.3,0.342,0,30,0,0,486,Risky
473,47,38012.4,1.4,16.1,6,0.36,0.1,2,0,0,0,636,Poor
474,28,64103.0,3.7,1.1,7,0.345,0.161,0,30,2,0,580,Very Poor
475,28,94111.22,15.3,5.2,10,0.266,0.324,0,30,1,0,629,Poor
476,53,47049.06,12.1,4.9,12,0.066,0.398,1,0,1,0,575,Very Poor
477,49,26461.6,7.0,0.2,8,0.303,0.387,1,90,1,0,508,Risky
478,41,34272.52,1.1,4.0,7,0.325,0.368,0,0,1,0,559,Very Poor
479,45,64119.33,4.4,3.2,7,0.173,0.326,3,0,2,0,486,Risky
480,60,9806.85,3.0,3.1,12,0.105,0.398,1,0,1,0,516,Risky
481,49,55605.81,1.4,6.8,13,0.027,0.406,3,0,0,0,592,Very Poor
482,29,95530.7,6.9,16.0,6,0.416,0.429,1,0,1,0,641,Poor
483,37,13315.3,2.7,2.1,10,0.145,0.406,0,0,1,0,517,Risky
484,40,156158.42,1.7,0.3,7,0.423,0.492,1,0,2,0,549,Risky
485,21,11751.22,1.1,1.2,9,0.338,0.404,2,0,0,0,505,Risky
486,59,106420.52,2.4,11.1,8,0.237,0.318,0,0,0,0,700,Fair
487,43,104892.37,2.4,1.5,13,0.356,0.391,2,30,0,0,536,Risky
488,50,112083.64,0.4,1.6,7,0.387,0.029,2,0,1,0,600,Very Poor
489,21,48835.74,4.5,2.1,6,0.369,0.266,0,30,0,1,460,Risky
490,62,20490.02,10.2,6.2,8,0.654,0.068,2,60,0,0,485,Risky
491,42,13037.06,0.8,15.4,9,0.562,0.245,3,0,0,0,497,Risky
492,36,46349.04,6.7,8.3,13,0.112,0.189,0,90,2,0,557,Very Poor
493,46,63103.44,1.4,0.2,6,0.189,0.209,1,0,0,1,454,Risky
494,39,22256.87,0.2,0.0,6,0.299,0.202,0,0,2,0,511,Risky
495,39,59801.73,2.2,3.8,7,0.324,0.364,1,30,0,0,599,Very Poor
496,56,86426.01,8.7,16.5,5,0.184,0.391,0,0,1,0,696,Fair
497,21,24561.73,1.1,8.3,8,0.338,0.085,1,0,0,0,585,Very Poor
498,24,101442.74,4.1,3.7,8,0.08,0.383,1,60,0,0,578,Very Poor
499,36,150147.15,1.6,21.3,9,0.162,0.115,3,30,1,0,678,Fair
500,37,70176.19,0.0,1.8,8,0.145,0.19,0,30,1,0,594,Very Poor
501,50,18577.2,0.6,4.6,17,0.314,0.469,2,30,0,0,473,Risky
502,34,65546.87,3.1,15.0,9,0.155,0.288,1,0,2,0,600,Very Poor
503,59,61733.23,6.9,5.6,8,0.275,0.502,1,30,0,0,546,Risky
504,48,35746.25,3.9,7.0,9,0.396,0.158,1,0,0,0,548,Risky
505,46,58998.82,0.6,2.1,5,0.304,0.171,1,30,1,0,569,Very Poor
506,49,24852.72,0.3,5.5,11,0.364,0.565,1,0,0,0,577,Very Poor
507,34,45109.83,0.3,11.4,9,0.222,0.474,0,30,2,0,600,Very Poor
508,35,27259.84,0.5,1.7,7,0.21,0.251,1,0,1,0,526,Risky
509,41,85419.14,0.3,2.3,8,0.645,0.142,0,0,0,0,576,Very Poor
510,49,39338.79,1.4,21.5,16,0.284,0.202,0,30,1,0,626,Poor
511,47,26356.22,1.9,2.1,10,0.227,0.226,0,90,2,0,479,Risky
512,33,50139.9,5.7,4.9,7,0.027,0.226,2,0,2,0,528,Risky
513,41,119530.6,9.0,5.7,11,0.314,0.205,1,0,1,0,644,Poor
514,53,86853.88,4.8,11.7,6,0.104,0.511,1,0,1,0,586,Very Poor
515,30,26231.69,1.5,1.4,6,0.4,0.172,4,0,2,0,469,Risky
516,49,42791.03,1.9,2.1,7,0.336,0.386,1,0,0,0,533,Risky
517,62,19707.31,5.7,0.0,4,0.332,0.296,0,0,0,0,538,Risky
518,38,37096.39,5.0,0.8,14,0.217,0.352,0,0,3,0,563,Very Poor
519,29,81484.79,0.9,14.6,13,0.484,0.18,0,0,1,0,647,Poor
520,36,151970.74,37.0,3.0,7,0.567,0.306,0,0,2,0,640,Poor
521,46,15166.89,6.3,2.5,6,0.578,0.254,1,90,1,0,486,Risky
522,31,49971.84,1.2,25.7,9,0.355,0.438,0,0,2,0,657,Fair
523,40,104514.19,6.4,9.4,6,0.266,0.267,0,60,1,0,630,Poor
524,43,397843.84,2.2,10.3,11,0.521,0.052,1,0,0,0,714,Good
525,30,165613.47,0.7,7.4,5,0.222,0.215,1,0,0,0,665,Fair
526,42,40565.66,4.1,10.5,8,0.062,0.115,3,90,1,0,522,Risky
527,39,26987.99,10.4,4.4,3,0.444,0.469,0,0,4,0,554,Very Poor
528,21,87341.1,0.7,5.4,9,0.564,0.379,1,60,1,0,559,Very Poor
529,46,26825.1,0.2,2.9,10,0.259,0.127,0,0,1,0,551,Very Poor
530,40,252980.15,0.0,22.4,12,0.521,0.326,2,0,1,0,768,Excellent
531,41,38535.81,8.6,15.5,14,0.152,0.546,0,0,0,0,618,Poor
532,46,66073.55,16.0,15.0,11,0.387,0.411,1,0,2,1,515,Risky
533,26,28506.08,0.8,12.8,11,0.61,0.53,2,0,1,0,461,Risky
534,29,37603.8,13.7,5.6,6,0.221,0.136,1,30,0,0,520,Risky
535,55,72640.22,1.4,2.6,10,0.229,0.189,1,30,0,0,607,Poor
536,56,31476.25,1.9,19.4,7,0.277,0.312,1,0,3,1,462,Risky
537,46,36419.54,9.2,18.1,7,0.094,0.328,0,0,1,0,651,Fair
538,47,65951.25,0.8,5.6,5,0.156,0.55,2,60,1,0,561,Very Poor
539,33,78476.61,3.6,5.0,13,0.259,0.083,0,0,2,0,628,Poor
540,40,26064.81,4.6,0.5,5,0.401,0.454,1,30,3,0,468,Risky
541,21,147549.9,10.0,4.1,9,0.416,0.353,0,0,2,0,578,Very Poor
542,27,80814.1,4.8,5.0,9,0.718,0.256,2,0,0,0,575,Very Poor
543,40,20966.46,3.8,7.9,11,0.222,0.253,1,0,1,0,455,Risky
544,28,113627.35,1.5,7.0,10,0.205,0.09,1,0,2,1,543,Risky
545,41,36916.76,9.8,5.9,9,0.12,0.322,1,0,3,0,508,Risky
546,61,79571.57,2.6,2.4,7,0.25,0.312,1,0,0,0,616,Poor
547,43,154726.69,21.3,13.3,7,0.297,0.118,1,0,1,0,650,Poor
548,46,58033.73,0.3,3.1,10,0.242,0.125,1,0,1,0,635,Poor
549,42,131314.37,0.1,40.0,5,0.287,0.368,0,60,0,0,793,Excellent
550,36,61605.21,13.8,0.2,12,0.188,0.106,0,0,2,0,590,Very Poor
551,42,82114.96,1.2,1.2,8,0.43,0.396,2,0,1,0,546,Risky
552,51,92183.57,2.5,2.5,9,0.177,0.265,0,0,0,0,618,Poor
553,46,81192.08,0.4,3.1,12,0.505,0.478,0,30,1,0,612,Poor
554,70,35111.79,4.7,19.5,7,0.332,0.275,1,0,1,0,596,Very Poor
555,48,89507.51,10.3,7.0,13,0.427,0.135,2,30,1,0,575,Very Poor
556,63,13578.02,6.2,0.8,6,0.086,0.282,0,0,1,0,523,Risky
557,23,16203.03,0.2,17.2,7,0.345,0.431,0,0,0,0,569,Very Poor
558,36,27135.76,1.6,8.9,12,0.326,0.202,1,0,2,0,569,Very Poor
559,30,27696.78,7.0,29.1,12,0.211,0.261,2,0,3,0,663,Fair
560,43,74061.26,1.7,11.4,5,0.524,0.178,0,0,1,0,615,Poor
561,22,62706.19,0.6,10.6,8,0.227,0.385,1,120,1,0,557,Very Poor
562,47,62287.54,6.9,27.4,9,0.339,0.464,3,0,2,0,644,Poor
563,51,75497.53,4.4,6.2,9,0.088,0.337,0,30,1,0,590,Very Poor
564,46,82720.63,1.7,13.6,6,0.317,0.378,1,0,1,0,618,Poor
565,34,84652.03,2.5,10.8,5,0.461,0.449,2,0,0,0,629,Poor
566,65,26691.02,13.4,6.6,9,0.31,0.244,0,0,1,0,548,Risky
567,21,276742.73,2.3,7.5,9,0.189,0.215,0,60,1,1,590,Very Poor
568,36,13537.88,0.1,11.1,6,0.656,0.158,2,0,1,0,484,Risky
569,59,10262.28,0.1,3.9,13,0.193,0.279,2,0,0,0,470,Risky
570,38,103271.05,11.2,11.8,12,0.235,0.275,2,0,0,0,607,Poor
571,37,168369.95,7.3,1.0,5,0.352,0.124,1,0,2,0,600,Very Poor
572,22,137543.55,2.0,7.2,6,0.327,0.21,0,0,1,0,682,Fair
573,48,35618.19,13.2,1.1,5,0.36,0.276,2,60,1,0,474,Risky
574,34,80951.27,2.8,2.9,11,0.471,0.16,0,60,2,1,447,Risky
575,44,56360.56,4.7,2.0,9,0.391,0.361,0,0,0,0,588,Very Poor
576,32,36117.43,3.2,2.6,5,0.142,0.288,1,0,1,0,499,Risky
577,30,26605.27,1.4,0.9,5,0.127,0.44,2,0,0,1,444,Risky
578,35,47256.02,2.3,1.1,9,0.498,0.509,2,0,0,0,540,Risky
579,50,67056.14,3.2,2.3,11,0.533,0.202,0,0,1,0,546,Risky
580,24,50189.67,9.4,1.3,12,0.349,0.523,0,0,3,0,536,Risky
581,32,29071.55,5.5,0.1,8,0.156,0.174,3,0,1,0,518,Risky
582,42,14342.26,2.8,3.3,15,0.565,0.368,0,0,1,0,551,Very Poor
583,37,142985.08,4.5,13.4,10,0.071,0.222,5,0,0,0,672,Fair
584,47,98920.3,4.9,2.9,7,0.533,0.21,0,0,1,0,602,Poor
585,36,35112.01,6.8,9.3,4,0.217,0.294,0,0,0,0,584,Very Poor
586,47,41737.27,1.9,6.7,3,0.111,0.243,1,0,1,0,543,Risky
587,47,27652.31,1.0,0.7,7,0.489,0.167,5,0,0,0,464,Risky
588,39,105890.28,4.1,22.7,7,0.274,0.193,2,0,0,0,689,Fair
589,38,100500.73,7.0,12.6,3,0.452,0.204,1,90,0,0,574,Very Poor
590,43,44990.86,14.3,1.4,13,0.446,0.282,0,0,1,0,611,Poor
591,22,21433.0,5.8,0.2,9,0.366,0.131,1,0,0,0,561,Very Poor
592,33,105830.13,1.0,13.9,7,0.181,0.261,1,0,0,0,659,Fair
593,43,22395.08,6.1,15.6,2,0.189,0.211,0,0,2,0,602,Poor
594,21,11114.25,6.7,18.4,10,0.268,0.227,1,0,1,0,590,Very Poor
595,57,25182.28,2.2,8.1,8,0.277,0.364,0,60,0,0,560,Very Poor
596,48,20274.26,4.0,19.5,7,0.245,0.113,0,0,2,0,594,Very Poor
597,35,5554.55,0.2,0.6,4,0.529,0.522,0,0,1,0,445,Risky
598,64,29911.46,3.8,7.3,7,0.143,0.096,0,0,2,0,611,Poor
599,43,47732.79,2.7,12.5,7,0.433,0.369,6,0,2,0,516,Risky
600,37,71469.91,3.0,5.8,9,0.673,0.254,0,0,2,0,616,Poor
601,40,44329.36,1.8,1.3,8,0.567,0.354,1,0,2,0,466,Risky
602,46,13727.24,0.1,7.5,11,0.098,0.428,0,0,1,0,532,Risky
603,29,62615.05,5.6,11.1,6,0.115,0.25,1,0,1,0,630,Poor
604,51,71734.1,2.8,1.1,9,0.456,0.25,0,0,1,0,605,Poor
605,48,62723.37,3.9,24.6,6,0.079,0.149,2,0,1,0,653,Fair
606,38,36804.19,13.3,21.1,9,0.252,0.265,0,0,1,0,714,Good
607,38,38966.02,10.2,3.2,8,0.224,0.209,2,0,0,0,576,Very Poor
608,22,79833.64,2.2,3.2,11,0.293,0.354,0,0,0,0,643,Poor
609,30,15249.1,5.5,6.2,11,0.087,0.421,2,0,1,0,512,Risky
610,24,65966.34,2.0,33.8,4,0.183,0.183,2,0,1,0,726,Good
611,53,69462.11,2.8,9.3,7,0.204,0.17,0,0,0,1,551,Very Poor
612,36,14807.58,4.6,15.0,16,0.242,0.162,1,0,2,0,555,Very Poor
613,52,35801.93,13.8,11.7,11,0.307,0.263,0,0,0,0,616,Poor
614,31,33717.66,0.3,1.7,13,0.666,0.288,0,0,1,0,519,Risky
615,21,32523.53,6.8,0.3,11,0.032,0.201,0,0,4,0,489,Risky
616,49,28853.34,14.8,1.4,12,0.307,0.3,1,30,1,0,522,Risky
617,32,106134.53,4.5,11.9,11,0.195,0.224,4,30,0,0,618,Poor
618,30,74157.67,0.7,6.0,5,0.269,0.198,0,30,1,0,618,Poor
619,42,35170.11,2.7,40.0,9,0.296,0.458,2,0,1,0,680,Fair
620,35,61484.54,1.3,0.6,12,0.445,0.281,0,0,0,0,632,Poor
621,55,75396.12,1.3,25.9,9,0.401,0.32,0,0,1,0,683,Fair
622,24,120588.04,2.7,0.1,6,0.268,0.213,4,0,1,0,579,Very Poor
623,55,60279.43,1.8,2.5,7,0.324,0.13,2,0,0,0,550,Risky
624,24,450488.71,9.4,7.1,13,0.241,0.169,2,0,4,0,673,Fair
625,30,37164.82,8.4,2.1,4,0.207,0.132,0,120,0,0,528,Risky
626,35,302374.32,7.7,10.7,4,0.329,0.238,1,0,0,0,668,Fair
627,33,10701.62,7.8,0.8,10,0.344,0.366,0,60,1,0,448,Risky
628,21,58452.32,2.0,9.7,8,0.039,0.331,1,0,0,0,573,Very Poor
629,29,31416.25,0.0,9.6,9,0.064,0.165,0,0,0,0,613,Poor
630,49,29262.66,1.5,14.9,15,0.286,0.4,0,0,2,0,595,Very Poor
631,31,25929.59,1.1,5.6,11,0.162,0.213,3,0,0,0,571,Very Poor
632,33,125894.7,10.2,5.6,9,0.671,0.348,0,60,0,0,606,Poor
633,38,90720.24,9.3,0.7,10,0.64,0.242,1,0,1,0,544,Risky
634,40,176522.26,2.3,0.0,9,0.188,0.123,1,0,1,0,629,Poor
635,54,35569.75,8.5,9.2,11,0.061,0.252,2,30,0,0,628,Poor
636,32,161625.87,3.7,12.1,11,0.349,0.322,1,30,1,0,648,Poor
637,34,36743.78,0.6,1.7,5,0.248,0.297,1,0,2,0,524,Risky
638,56,36781.48,3.8,12.0,11,0.068,0.494,4,60,0,0,545,Risky
639,38,23456.88,2.4,7.3,11,0.236,0.429,3,90,0,0,411,Risky
640,37,41613.93,0.8,10.6,9,0.151,0.142,1,0,0,0,594,Very Poor
641,27,30251.1,4.7,0.2,10,0.175,0.11,2,0,0,0,569,Very Poor
642,46,26935.18,2.6,21.2,11,0.319,0.183,0,0,3,0,604,Poor
643,34,73291.49,1.1,0.2,6,0.29,0.451,0,0,1,0,594,Very Poor
644,58,147875.64,5.4,5.6,4,0.433,0.241,1,0,2,0,631,Poor
645,44,14844.57,3.7,7.8,13,0.122,0.118,1,0,2,0,511,Risky
646,45,31881.5,17.1,1.3,3,0.12,0.224,0,0,4,0,567,Very Poor
647,45,42282.33,0.5,17.7,9,0.139,0.321,0,0,1,1,566,Very Poor
648,48,74479.49,3.2,8.4,7,0.08,0.278,1,0,0,0,654,Fair
649,21,125694.2,2.7,7.4,6,0.387,0.49,0,0,3,0,641,Poor
650,51,23524.96,0.4,29.8,8,0.225,0.078,3,0,0,0,660,Fair
651,30,54958.46,7.5,8.0,7,0.278,0.612,0,0,2,0,589,Very Poor
652,26,44692.52,4.0,28.7,8,0.606,0.438,5,0,0,0,586,Very Poor
653,56,64909.54,5.6,6.8,12,0.28,0.349,0,0,0,0,661,Fair
654,55,115044.42,7.5,0.8,7,0.138,0.258,0,0,2,0,595,Very Poor
655,36,19192.38,6.4,9.4,11,0.246,0.379,0,0,1,0,559,Very Poor
656,21,26979.31,1.3,6.1,4,0.207,0.357,0,0,1,0,516,Risky
657,55,121148.27,10.3,3.4,6,0.246,0.252,1,0,0,0,627,Poor
658,34,28658.84,1.5,1.6,7,0.092,0.503,1,0,2,0,509,Risky
659,23,85506.1,5.1,0.7,6,0.395,0.251,1,30,0,0,530,Risky
660,44,20106.83,5.6,0.4,10,0.53,0.324,0,0,0,0,559,Very Poor
661,23,19668.22,0.6,7.2,10,0.132,0.252,2,0,2,0,527,Risky
662,30,16856.85,9.5,16.9,9,0.198,0.208,2,30,1,0,554,Very Poor
663,28,6723.49,4.4,0.7,14,0.628,0.395,2,90,1,0,382,Risky
664,48,41019.33,2.0,8.9,9,0.289,0.216,3,30,2,1,432,Risky
665,40,70100.77,6.8,2.6,10,0.388,0.208,2,90,1,0,563,Very Poor
666,55,84166.46,14.6,6.7,5,0.041,0.334,0,0,3,0,620,Poor
